person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Margareta Oprea,margaretaoprea,margaretaoprea@gmail.com,7811129322688,1990-04-15,"Bulevardul Ruxanda Barbu, Pantelimon, 540027",0264 623 905,6d:59:62:c0:4b:c4,220.141.252.235,RO82MAYL0494738914992113,2025-07-01 22:34:47,18254,309,600,1287508,49a3aedf-ef2b-4961-b216-a6950732aa7a
Ileana Stănescu,ileanastănescu,ileanastănescu@141.ro,6770806404274,1946-09-22,"Drumul Marin, Beclean, 406526",0726 341 770,e6:68:fe:3f:2d:40,100.172.215.45,RO57UCES1679373972842628,2025-07-01 22:34:47,10959,42,486,987105,c4c280a5-1978-490e-af00-dca5f66ad9c9
Blanduzia Manole,blanduziamanole,blanduziamanole@post.ro,2940607516495,1941-04-05,"Intrarea Timea Ionescu Nr. 479, Cobadin, 722188",0731 583 122,5a:5b:c5:d3:e4:fc,41.100.255.217,RO47GTVY1329468584453692,2025-07-01 22:34:47,31467,695,349,1222923,c83c06f4-6b51-4ef2-91eb-335b660143dd
Iolanda Toma,iolandatoma,iolandatoma@acasa.ro,8970105294041,1974-06-02,"Soseaua Tabacu, Slobozia, 860165",0243 006 267,ba:34:48:bb:a5:2a,22.244.185.212,RO39GGQA3433707133993247,2025-07-01 22:34:47,9089,35,610,1122458,f71e673c-b99f-41a8-a6c3-b72c59275658
Sever Popescu,severpopescu,severpopescu@zzup.ro,1300730246328,1998-04-11,"Strada Nistor Nr. 364, Rosu, 422131",0759 770 705,fa:d8:43:ab:5f:21,66.231.8.31,RO84KOBP5072172071627335,2025-07-01 22:34:47,10194,274,509,1892960,e8e400aa-9e4f-483d-86ee-076517a4f8e0
Nicolaie Albu,nicolaiealbu,nicolaiealbu@gmail.com,4060617030240,1988-03-08,"Intrarea Nistor, Simleu Silvaniei, 720634",0251 591 786,26:ae:fc:48:2f:fa,5.113.22.9,RO81UTDG4375407145844270,2025-07-01 22:34:47,33801,243,645,1924105,3d75a422-af27-40f1-88be-867573bd31e1
Gherghina Dobre,gherghinadobre,gherghinadobre@zzup.ro,4100531060830,1939-01-11,"Strada Dobre, Mangalia, 658515",0233 670 090,86:ab:e8:28:e4:a9,139.162.122.49,RO03YZTZ6012435237381567,2025-07-01 22:34:47,19859,927,774,1187474,b2d5df85-c749-4560-8580-9600765e0012
Floare Pușcașu,floarepușcașu,floarepușcașu@post.ro,8890316293109,1923-03-10,"Strada Pop Nr. 55, Beius, 765380",0734 122 898,6b:93:5d:af:8c:e2,137.4.118.20,RO89DWUN1250897513242114,2025-07-01 22:34:47,35852,686,794,1624013,f17a4370-9b0e-4001-bd31-04bb84ea3485
Veronica Aanei,veronicaaanei,veronicaaanei@email.ro,7140826280014,1917-11-18,"Bulevardul Eftimia Ioniță Nr. 48 Bl. 48  Sc. 36 Ap. 420, Targu Lapus, 251185",0762 961 939,0b:4e:2d:95:6d:a6,167.232.85.100,RO50QPCT9399108750562011,2025-07-01 22:34:47,26530,164,698,1513093,669275af-3d95-4ed9-884e-59a3c8f399fb
Anișoara Dochioiu,anișoaradochioiu,anișoaradochioiu@gmail.com,3801111458131,2015-07-04,"Bulevardul Stancu Nr. 56 Bl. 65  Sc. 81 Ap. 599, Rucar, 604972",0260 059 663,47:1b:3d:b0:59:ce,83.251.81.73,RO97FEXC7290885549175631,2025-07-01 22:34:47,33690,475,713,967626,ea1cdb20-ddab-4bed-802f-b10cd7cd3cb3
Ilinca Ababei,ilincaababei,ilincaababei@email.ro,2580712433951,1916-05-14,"Drumul Toma Nr. 235, Aiud, 257982",0248 384 922,ca:94:2a:ee:21:3f,84.181.182.170,RO14XILR5049574825360660,2025-07-01 22:34:47,29640,349,798,1667723,a6e9eaa7-6833-4d59-8502-19e14e5d462f
Marilena Ababei,marilenaababei,marilenaababei@post.ro,8700902425173,1957-12-14,"Bulevardul Georgescu, Bailesti, 613860",0263 531 304,19:dd:62:86:82:64,5.123.130.83,RO68WHWO5725933029399954,2025-07-01 22:34:47,11824,454,289,1383542,6e3fae70-016a-4b38-a5ce-a046598b80a9
Ileana Tomescu,ileanatomescu,ileanatomescu@email.ro,6491201233931,1992-08-31,"Soseaua Oprea Nr. 54 Bl. 51  Sc. 19 Ap. 646, Mioveni, 134576",0751 566 712,a8:1d:3c:93:3a:d4,219.66.13.131,RO52ANUD4580472541107137,2025-07-01 22:34:47,13008,670,338,1066220,c7969767-4885-4015-b577-6008cfc268e3
Janina Preda,janinapreda,janinapreda@kappa.ro,4260230213857,1946-06-05,"Bulevardul Tabacu Nr. 29 Bl. 54  Sc. 84 Ap. 364, Valenii de Munte, 506865",021 749 2365,5a:83:ee:13:a8:63,39.6.253.30,RO89XNIK4880413442713129,2025-07-01 22:34:47,11155,682,618,342668,6c4b136b-c12a-4184-b595-71b6bfcbf55f
Teea Diaconu,teeadiaconu,teeadiaconu@141.ro,1601007526252,2013-08-03,"Strada Mocanu Nr. 44, Insuratei, 211775",0726 149 850,01:47:43:06:50:2e,118.249.1.150,RO78XQCS9338158025026533,2025-07-01 22:34:47,4267,410,307,7440,8fe45967-3a19-45f4-91b9-5cf234148800
Gelu Marin,gelumarin,gelumarin@acasa.ro,4310816386641,1973-12-25,"Intrarea Barbu, Medias, 830614",0735 768 561,37:c6:8a:ae:e2:e5,198.70.235.68,RO35EHMC3781655259172498,2025-07-01 22:34:47,8817,259,570,1882455,849835a2-0071-485b-a982-d1dac87e935c
Marga Popa,margapopa,margapopa@email.ro,1570827127125,1911-10-23,"Intrarea Diaconescu Nr. 69, Insuratei, 667152",0730 650 825,58:12:5d:fc:10:18,37.188.239.218,RO51UEZF6479699032273025,2025-07-01 22:34:47,19845,378,74,1386374,46a86861-c98d-41a9-9bc1-9c26392171de
Camelia Popa,cameliapopa,cameliapopa@gmail.com,7501130242243,1927-08-13,"Soseaua Suciu Nr. 704 Bl. 26  Sc. 10 Ap. 543, Slatina, 823502",0244 624 528,56:de:1b:f4:a1:cb,218.9.246.175,RO79YVDZ7825114517727336,2025-07-01 22:34:47,1826,110,715,1785885,7d8c8e21-7b09-484d-855a-d63a6a9d1345
Emilia Ardelean,emiliaardelean,emiliaardelean@141.ro,3130418064173,1964-02-24,"Aleea Bartolomeu Diaconu, Chitila, 984300",0261 580 520,ca:02:f7:6f:56:c0,50.135.159.208,RO31PADC2429722491307937,2025-07-01 22:34:47,8944,311,337,1449725,c4d1b70e-29da-461f-99cd-3e2a0fecc0b7
Silvia Dochioiu,silviadochioiu,silviadochioiu@141.ro,2671216430351,1973-11-10,"Soseaua Octaviu Popa Nr. 57 Bl. 84  Sc. 28 Ap. 798, Giarmata, 801203",0785 012 483,3f:05:5c:7e:fa:76,12.119.47.8,RO19QTPY6786556483513202,2025-07-01 22:34:47,705,444,768,585578,fef3e3f7-d8f2-4080-8117-b825b77cbaae
Cristea Nistor,cristeanistor,cristeanistor@post.ro,6800423469127,2023-11-05,"Aleea Radu Voinea, Jibou, 308298",0753 338 294,0c:73:40:41:e9:c6,174.35.247.203,RO53MSDQ5660499102832530,2025-07-01 22:34:47,27816,647,739,198442,cd6686f6-5fda-4fe1-85b2-bb636d9c038b
Dorian Dinu,doriandinu,doriandinu@acasa.ro,7831126324196,1976-12-29,"Soseaua Dima, Falticeni, 806898",0761 292 440,8f:a1:df:73:27:ad,142.228.183.185,RO98RKPS0906586320979915,2025-07-01 22:34:47,16007,68,223,353821,40c49c50-a9ff-4991-8d90-aa495af8c927
Arina Dobre,arinadobre,arinadobre@acasa.ro,4571017460135,1935-12-30,"Soseaua Dobre Nr. 364 Bl. 34  Sc. 59 Ap. 380, Valenii de Munte, 602563",0758 234 524,57:cc:ec:44:2e:ec,205.94.185.34,RO04ATQR4281590654678702,2025-07-01 22:34:47,10383,418,326,210227,1f69a17e-79f2-43bd-ae6e-681be70dae18
Ernest Dima,ernestdima,ernestdima@post.ro,7720207210162,1938-07-10,"Intrarea Barbu Nr. 58 Bl. 85  Sc. 68 Ap. 157, Arbore, 453154",0264 100 124,ef:7c:fc:94:33:56,93.101.227.230,RO28ZKCU5845311407212342,2025-07-01 22:34:47,27803,889,442,1742305,2a2573ec-0dde-489e-948d-54e4647b3ff0
Janina Oprea,janinaoprea,janinaoprea@141.ro,4111022109027,1912-10-23,"Bulevardul Ardelean Nr. 181 Bl. 17  Sc. 74 Ap. 723, Ludus, 375350",0738 452 023,51:31:ba:4c:e7:ce,65.109.55.248,RO05FBQY3417449697602209,2025-07-01 22:34:47,16219,206,335,12277,8baf6d55-7853-40f1-aa7d-d550d644026b
Otilia Nistor,otilianistor,otilianistor@141.ro,5660925519772,1915-09-17,"Intrarea Eftimie, Savinesti, 963362",0269 363 089,ab:31:d9:00:1e:2c,179.214.245.10,RO45BIMK9239642904796661,2025-07-01 22:34:47,2210,442,704,1685404,54261e10-9213-43a7-a94a-20d73bc13364
Sonia Ioniță,soniaioniță,soniaioniță@zzup.ro,8500521292648,1956-07-22,"Aleea Georgel Marin, Cudalbi, 210987",0768 970 101,f3:2d:f5:20:67:10,71.223.237.186,RO85OJGH4018276514818193,2025-07-01 22:34:47,32463,399,101,1911110,036898ea-eeb0-46dc-bf69-ceb7244c2554
Dinu Popa,dinupopa,dinupopa@141.ro,6501014318171,2012-06-20,"Aleea Eftimie Nr. 505, Jimbolia, 229976",0251 260 987,50:b0:77:db:56:d0,47.33.220.99,RO03LJWJ0897993965793646,2025-07-01 22:34:47,25707,576,260,1699362,a7dea8f9-76b1-43d0-bb27-145955c05799
Eleonora Stan,eleonorastan,eleonorastan@gmail.com,1960104449576,1937-01-13,"Bulevardul Popa Nr. 73, Giurgiu, 265950",0756 262 940,56:64:b3:00:7f:e7,78.175.135.128,RO72UTNC1461667832045451,2025-07-01 22:34:47,24779,938,496,974900,cac7267d-270f-4d0c-8efa-e36b27704637
Marcu Nemeș,marcunemeș,marcunemeș@post.ro,2020424360653,1971-12-14,"Bulevardul Dinu Nr. 717, Darmanesti, 625155",0243 728 444,d9:06:0b:77:ea:d5,41.39.244.124,RO16UZUE6627663575351411,2025-07-01 22:34:47,2191,338,97,1197356,3f4ce9aa-d505-400c-af0c-55575290c5b1
Melina Dumitrescu,melinadumitrescu,melinadumitrescu@141.ro,3601002306558,1912-08-06,"Soseaua Suciu Nr. 400, Podu Iloaiei, 428803",0711 491 371,96:63:78:da:8b:99,22.144.157.96,RO14NXOU2253678926230708,2025-07-01 22:34:47,377,255,271,775108,8eb54400-3587-4ded-877e-91f07d54d45c
Emanuel Mazilescu,emanuelmazilescu,emanuelmazilescu@email.ro,8931206298721,1949-03-04,"Soseaua Stoica, Petrila, 301202",0250 855 417,1d:a3:87:fb:4b:d9,78.243.120.132,RO70HQBG7430833110940413,2025-07-01 22:34:47,15576,926,717,485527,b912fce9-72ea-4b1d-b4a6-0466c92f98ce
Dorin Ardelean,dorinardelean,dorinardelean@zzup.ro,7320529253214,1994-06-23,"Strada Manole, Savinesti (Poiana Teiului), 474578",0269 969 724,15:81:7e:4d:a5:04,81.96.94.146,RO37YBTL2127924737409086,2025-07-01 22:34:47,23806,225,221,709118,436d683f-b722-4d80-878a-d0f47135db64
Semenica Stan,semenicastan,semenicastan@gmail.com,4280203238496,1957-06-15,"Bulevardul Luiza Niță Nr. 93, Ramnicu Sarat, 504819",0232 482 679,fe:45:20:9a:f4:66,143.184.227.122,RO49DCFO1770951358140145,2025-07-01 22:34:47,34379,811,508,1632047,d47a85bd-192e-4aeb-b953-b7f49433cbf8
Edgar Toma,edgartoma,edgartoma@email.ro,2380123018652,1988-07-11,"Soseaua Stoica Nr. 501 Bl. 99  Sc. 35 Ap. 146, Medgidia, 642683",0768 245 466,81:9f:9c:ff:f6:50,150.197.11.27,RO32APVJ2010024747609004,2025-07-01 22:34:47,26730,541,232,17976,a77b2c14-4827-4785-b352-fde9d330c6e4
Eremia Florea,eremiaflorea,eremiaflorea@zzup.ro,2940125228393,1923-10-31,"Intrarea Antim Georgescu Nr. 91 Bl. 77  Sc. 36 Ap. 837, Dragalina, 973026",0248 363 257,a1:90:c0:a3:66:7a,42.104.237.226,RO72BFSA4364031390879524,2025-07-01 22:34:47,17920,129,614,211762,03f7c5f2-b9aa-47f9-addf-41734f5e57b2
Gicu Ababei,gicuababei,gicuababei@zzup.ro,5490919014196,1946-11-23,"Intrarea Florea Nr. 184, Seini, 296989",0762 623 949,6a:94:4c:9e:b9:34,147.171.35.80,RO52YOJG2013342086715390,2025-07-01 22:34:47,26800,612,247,767326,ee791c2d-2f6b-4202-acf0-dd79623a1a65
Roxelana Stănescu,roxelanastănescu,roxelanastănescu@zzup.ro,7290806107336,1977-04-30,"Aleea Rafael Tomescu Nr. 62, Gheorgheni, 846651",0727 840 485,01:07:b3:e0:0b:f3,182.255.238.246,RO91MCHI8232155139009867,2025-07-01 22:34:47,11909,384,527,1765239,172328fb-723b-41dc-b12e-365925bd5b6a
Marcela Popa,marcelapopa,marcelapopa@post.ro,6060306325777,2006-07-26,"Strada Mocanu Nr. 194 Bl. 50  Sc. 92 Ap. 378, Craiova, 221536",0232 124 350,0e:71:54:0c:9e:bf,20.73.189.247,RO04BAYX0172381616027128,2025-07-01 22:34:47,19875,663,346,240285,b3a99911-6093-49ee-b95f-17fe9430c537
Georgia Stănescu,georgiastănescu,georgiastănescu@141.ro,6190115465267,1947-07-23,"Soseaua Stoica Nr. 689 Bl. 42  Sc. 73 Ap. 818, Moreni, 804344",0769 728 265,e1:54:e9:b6:f8:95,102.83.206.134,RO71BWOC7249970474606678,2025-07-01 22:34:47,5588,687,273,1099831,d13fedf0-a191-44d9-ab19-8af65d4e2376
Antoaneta Florea,antoanetaflorea,antoanetaflorea@zzup.ro,4100907168500,1947-04-19,"Strada Marin Nr. 671, Tarnaveni, 476588",0260 355 321,82:65:33:50:81:4c,15.117.130.71,RO06LLZP4249650557933647,2025-07-01 22:34:47,10178,187,519,1673580,2c6315bb-68f6-45dc-8328-70b7543a0660
Jenel Voinea,jenelvoinea,jenelvoinea@kappa.ro,3220424389941,1911-04-20,"Intrarea Manole Nr. 919 Bl. 29  Sc. 17 Ap. 460, Fundulea, 679666",0259 954 281,09:28:d7:e9:62:4e,67.255.90.78,RO72GXMN0984709688237872,2025-07-01 22:34:47,4285,2,74,505013,793f9006-dd1e-4da8-995a-ec73443e64d4
Jenel Ioniță,jenelioniță,jenelioniță@141.ro,1801102080730,1980-05-08,"Aleea Lucreția Preda, Navodari, 759461",0772 408 812,57:92:7a:53:c3:20,109.246.252.43,RO90VVKU7152949462891561,2025-07-01 22:34:47,11039,587,448,388472,17602a30-6bfd-44c1-a0cf-38f4645bd730
Carolina Voinea,carolinavoinea,carolinavoinea@141.ro,5211207373403,1921-10-10,"Aleea Luminița Albu, Greci, 104197",0735 183 387,23:7b:4b:f9:9f:5f,203.144.81.92,RO40YWYK1610848458543284,2025-07-01 22:34:47,26243,835,44,676340,8cc7b5c4-807e-43c1-899a-31febabd5dbc
Delia Marin,deliamarin,deliamarin@post.ro,3890509013786,1915-05-14,"Strada Ionescu, 1 Decembrie, 287138",0730 836 471,b5:22:a2:d8:c8:42,199.56.1.32,RO11GYFY0627200146290665,2025-07-01 22:34:47,2530,149,237,198020,7de4d67c-c8b6-4960-825b-e69a41e0cbf2
Marin Eftimie,marineftimie,marineftimie@kappa.ro,2841208241657,1952-06-11,"Bulevardul Bănel Stoica, Onesti, 621202",0251 746 239,f8:e6:c6:8b:a6:d4,82.185.31.131,RO33MEWZ1302871514198866,2025-07-01 22:34:47,35461,670,702,1714939,66f54b98-62bc-4a90-9674-b7afd3d8cff1
Zoe Eftimie,zoeeftimie,zoeeftimie@acasa.ro,1740912368275,1989-10-08,"Soseaua Floare Niță Nr. 519, Rodna, 421043",0742 046 645,a3:74:dc:fc:b5:18,63.100.27.220,RO69WWSC5339240995262491,2025-07-01 22:34:47,7331,182,133,698866,3548200a-76b3-4fcc-8c53-44f5f87c2e0b
Ianis Toma,ianistoma,ianistoma@acasa.ro,6750229421081,1965-12-12,"Bulevardul Niță, Curtici, 925273",0785 025 798,d1:71:ae:89:49:b6,105.246.179.21,RO20PMUZ6337767076651901,2025-07-01 22:34:47,34247,797,688,1527684,12e44cae-2c46-4dfb-9123-1382b429f80b
Tiberiu Pușcașu,tiberiupușcașu,tiberiupușcașu@post.ro,4430627047281,2018-07-21,"Intrarea Nistor Nr. 49, Baia, 254864",0737 865 864,4c:df:0b:5f:c8:4c,92.16.135.190,RO02OOJP7936130677795494,2025-07-01 22:34:47,11239,936,271,1599556,7a53fad4-3204-418f-9f24-649a5d04caff
Basarab Tudor,basarabtudor,basarabtudor@141.ro,8760229295662,1968-01-30,"Drumul Mihnea Dinu Nr. 76, Otelu Rosu, 477106",0232 474 685,8e:6b:57:82:09:cb,67.85.31.67,RO83BGTX1731844536671381,2025-07-01 22:34:47,23929,396,195,1908401,87714b69-5cea-4189-8a52-0d321e89037a
Rafael Nemeș,rafaelnemeș,rafaelnemeș@acasa.ro,7020817068917,2024-05-30,"Strada Popa Nr. 648 Bl. 87  Sc. 41 Ap. 117, Caracal, 887387",0761 986 160,ac:8a:6e:6a:5a:cc,64.94.167.206,RO39DSUV2151676742460991,2025-07-01 22:34:47,2665,744,771,1995591,a07169fb-3799-479c-921a-5de7893a0f0d
Daniela Diaconu,danieladiaconu,danieladiaconu@email.ro,1950502122867,1936-02-12,"Intrarea Oprea, Poienile de sub Munte, 231551",0726 755 370,69:21:8b:ac:01:0d,216.146.147.251,RO47FNCX7042363677932282,2025-07-01 22:34:47,4248,730,302,591146,d6f1a4fd-f535-46a0-8aaa-56e1d84cb583
Alida Gheorghiu,alidagheorghiu,alidagheorghiu@acasa.ro,3340528352352,1980-08-23,"Drumul Tudor Nr. 19, Nadlac, 537226",0745 702 779,71:64:97:72:10:4d,213.149.76.27,RO76KHTO3043914732129403,2025-07-01 22:34:47,15356,807,502,1947488,6ff03870-4219-4700-a93d-66912ad952b8
Natalia Stan,nataliastan,nataliastan@kappa.ro,5680303185119,1986-03-04,"Aleea Popa Nr. 62 Bl. 19  Sc. 86 Ap. 807, Dabuleni, 977222",0759 786 149,8d:47:e0:4b:6a:af,34.236.63.29,RO70JPBD0856025332311682,2025-07-01 22:34:47,24986,923,128,396309,b0f09442-48f8-4aa7-afcc-93618e3f5d0e
Dorin Ardelean,dorinardelean,dorinardelean@acasa.ro,6821228460281,1983-01-16,"Bulevardul Stănescu, Drobeta-Turnu Severin, 676480",0726 685 828,8d:d6:21:63:7f:42,140.236.11.230,RO49OYHK9521983043982535,2025-07-01 22:34:47,2248,806,84,770147,1501cbc4-5f28-40fa-9ca9-0fc2f14128ca
Eusebiu Manole,eusebiumanole,eusebiumanole@kappa.ro,2170622463371,1949-10-20,"Drumul Stănescu Nr. 13, Gilau, 325116",0745 112 589,1d:b2:ee:c4:c7:ea,13.50.213.235,RO98KSYG8036323035915842,2025-07-01 22:34:47,5569,599,223,207121,819dde05-20b9-4415-9ea1-6ab77c4ef221
Sorin Manole,sorinmanole,sorinmanole@acasa.ro,5840128198979,1990-07-29,"Soseaua Stănescu Nr. 805, Drobeta-Turnu Severin, 335941",0765 185 024,7a:04:e3:2a:f0:cf,149.144.73.94,RO81SQQS3868113204443674,2025-07-01 22:34:47,12866,783,141,648936,67c6e9cf-6d7c-472e-acf5-51d4f70cb0eb
Haralamb Tomescu,haralambtomescu,haralambtomescu@kappa.ro,5470214174367,1978-11-14,"Drumul Dobre, Plosca, 516899",0247 689 648,7e:30:b7:61:58:3a,101.134.195.164,RO76EVDI9953680696884714,2025-07-01 22:34:47,12053,106,680,1321369,94f89cb7-a886-497e-8371-487500af17a8
Ernest Mocanu,ernestmocanu,ernestmocanu@email.ro,2110127125916,2018-02-07,"Aleea Grațiana Dumitrescu Nr. 26, Greci, 597889",0266 755 497,52:b7:79:7a:6e:2d,27.216.201.145,RO37KERT1812667742253220,2025-07-01 22:34:47,22691,12,76,39410,6ccad0f2-fbfb-4d57-a983-8f9466099056
Rada Stoica,radastoica,radastoica@acasa.ro,4600822131181,1997-01-26,"Drumul Nemeș, Lugoj, 958794",0238 971 141,50:f1:1f:59:90:5f,40.211.179.123,RO75AQIT7024563772402722,2025-07-01 22:34:47,35555,992,684,391361,14c43a14-1667-42b6-9c16-57074461ecdd
Ilona Dinu,ilonadinu,ilonadinu@email.ro,6771128406122,1965-09-09,"Bulevardul Diaconu Nr. 89 Bl. 73  Sc. 76 Ap. 385, Rosu, 602858",0261 286 107,bd:a8:3d:b1:f9:67,9.101.85.91,RO35PSPC3683823609774610,2025-07-01 22:34:47,3033,969,776,535776,efecccd7-d504-4f9d-a3de-ad2e8c7e06e0
Dan Popa,danpopa,danpopa@gmail.com,6750216247728,1923-05-06,"Drumul Dima Nr. 87, Rosu, 152699",0745 063 364,95:c0:d0:13:20:4b,178.28.215.252,RO83KZGP7320081852237013,2025-07-01 22:34:47,12418,334,55,1711931,a8fac306-61db-40d2-9669-b4e1abbfd180
Elisabeta Georgescu,elisabetageorgescu,elisabetageorgescu@kappa.ro,5680628011234,1971-05-27,"Bulevardul Nistor Nr. 490 Bl. 16  Sc. 33 Ap. 242, Sibiu, 753196",0242 089 262,a4:5f:2e:89:e2:59,121.118.182.88,RO28SBNS6787419285664876,2025-07-01 22:34:47,9354,989,47,1038680,01e8ffbe-b077-4f45-8ea9-9a4a14de009d
Tiberia Florea,tiberiaflorea,tiberiaflorea@kappa.ro,7210916111141,1994-06-23,"Bulevardul Oprea Nr. 741 Bl. 83  Sc. 89 Ap. 523, Dragasani, 337252",0743 579 610,3f:54:2d:00:bb:84,58.128.233.232,RO11ZMSQ1822371438464792,2025-07-01 22:34:47,5811,194,347,1985218,a13e93ee-67af-48b4-8d7c-d9a296142826
Cosmina Stănescu,cosminastănescu,cosminastănescu@kappa.ro,5660121361337,1949-05-23,"Aleea Antim Diaconescu Nr. 54 Bl. 67  Sc. 15 Ap. 518, Balotesti, 445316",0236 400 355,48:95:69:bc:5a:5c,99.230.174.30,RO30MXGK6149765551829844,2025-07-01 22:34:47,29181,697,501,1137722,4578cc8b-9183-4c15-b9f3-493c5060e4bc
Ștefan Dochioiu,ștefandochioiu,ștefandochioiu@kappa.ro,4230126458291,1978-04-29,"Aleea Stănescu, Sacueni, 359095",0244 414 246,33:4a:a0:07:70:43,97.172.105.131,RO19BTAE1281912564502407,2025-07-01 22:34:47,15664,33,631,1919145,c93dde31-a0b2-4b75-99d7-e55fbd2e8512
Fabia Marin,fabiamarin,fabiamarin@kappa.ro,7230314281701,2001-12-06,"Intrarea Niță Nr. 43 Bl. 21  Sc. 87 Ap. 595, Victoria, 353687",0262 299 833,14:6a:9f:64:38:e3,12.228.127.224,RO76BWTZ2319734835038380,2025-07-01 22:34:47,22367,744,596,787111,6ac78760-6f6e-480a-acfb-a8c4f6ba204f
Livia Dinu,liviadinu,liviadinu@acasa.ro,3371002319866,1911-12-24,"Drumul Mariana Ene Nr. 666 Bl. 97  Sc. 55 Ap. 399, Cumpana, 793198",0762 318 805,d7:dd:1a:a4:82:f1,200.42.161.63,RO36AHOW1958176272397460,2025-07-01 22:34:47,4111,696,492,1815173,5cf2bab2-037b-4f3f-8b9d-1ab6faf7483d
Corina Nemeș,corinanemeș,corinanemeș@kappa.ro,8320109021726,1934-01-07,"Intrarea Gheorghiu Nr. 87 Bl. 13  Sc. 10 Ap. 451, Constanta, 326026",0746 131 923,5e:17:fe:f5:bf:40,148.184.75.123,RO45XGKB7301737312573452,2025-07-01 22:34:47,14859,378,623,494938,48e11a0e-4b95-440f-9c54-a800eac43002
Nicolae Preda,nicolaepreda,nicolaepreda@zzup.ro,8241020278998,1982-12-17,"Aleea Pușcașu, Poiana Mare, 909091",0784 504 700,60:bf:89:87:6e:95,44.98.34.248,RO29FDBL7888093681008638,2025-07-01 22:34:47,8123,367,33,613744,76249249-1ed9-4258-859e-cd8b188dccb8
Stanca Manole,stancamanole,stancamanole@141.ro,1030514167272,1945-10-17,"Aleea Florian Ardelean Nr. 630, Cornetu, 312282",0259 245 034,52:3b:52:d1:ba:54,67.167.204.148,RO27PXQO9981989980180028,2025-07-01 22:34:47,32363,158,764,860248,35db8eea-8ff9-4a33-92a5-db029cf18ab3
Aurel Dobre,aureldobre,aureldobre@kappa.ro,6970931459455,1987-12-17,"Bulevardul Preda Nr. 993, Beius, 384341",0231 145 133,e1:d9:29:f7:05:4e,132.201.112.235,RO54WEDE5672793478863332,2025-07-01 22:34:47,34876,248,514,273488,d14890fb-0db5-4753-9c22-1b81867c509c
Codruța Gheorghiu,codruțagheorghiu,codruțagheorghiu@acasa.ro,1120723147014,1931-10-21,"Bulevardul Marin Nr. 597 Bl. 65  Sc. 37 Ap. 130, Simleu Silvaniei, 579309",0759 277 511,64:ce:83:25:ba:00,140.187.233.220,RO06UETC5324393325578462,2025-07-01 22:34:47,11282,529,791,663098,55f2da86-ddb0-4adc-ba95-2372b59a63a5
Catrinel Manole,catrinelmanole,catrinelmanole@zzup.ro,7571203249206,1986-11-12,"Soseaua Leordean Mazilescu, Beclean, 686362",021 144 6744,14:1d:88:74:a7:0e,150.175.191.78,RO10NKXR2662508975723886,2025-07-01 22:34:47,14307,205,20,1661104,0337a5df-9dec-45e1-ae38-01719a70dc45
Salomea Pop,salomeapop,salomeapop@acasa.ro,5691119298646,1965-07-11,"Intrarea Teofil Ababei Nr. 93, 1 Decembrie, 312254",0259 210 314,75:86:38:02:f2:5c,110.207.255.171,RO28SNDV4465163590067256,2025-07-01 22:34:47,33908,17,318,664755,cd895576-c43f-420e-964d-a289e1cb4c96
Laurian Diaconu,lauriandiaconu,lauriandiaconu@acasa.ro,4331011454467,1999-05-28,"Intrarea Melania Aanei, Curtici, 287197",0756 448 346,c5:73:7b:a1:47:ee,70.116.46.13,RO13WDHY7679804027131278,2025-07-01 22:34:47,7313,957,546,167834,3988e7d1-c244-4b4f-beee-637e94c94751
Minodora Niță,minodoraniță,minodoraniță@zzup.ro,8911116399741,2002-05-16,"Drumul Dochioiu, Jimbolia, 224222",0738 810 257,8d:b3:f6:dc:c5:98,138.191.51.49,RO20ESCY6587275224148361,2025-07-01 22:34:47,29892,788,460,1623084,1f6bbfd4-539b-40d5-ac4e-7764bbd290af
Frederic Georgescu,fredericgeorgescu,fredericgeorgescu@acasa.ro,4350111081018,1938-02-17,"Bulevardul Teofil Preda, Simeria, 841131",0733 957 529,c8:2a:eb:d7:4b:cf,31.86.7.254,RO39ADSB0133439148151105,2025-07-01 22:34:47,9231,997,752,496871,d2cbd171-da4b-421d-a23b-36353d8a18d0
Francesca Mazilescu,francescamazilescu,francescamazilescu@gmail.com,3450307382905,1932-07-31,"Soseaua Stancu Nr. 924 Bl. 91  Sc. 75 Ap. 839, Marasesti, 851860",0256 770 412,8a:d5:1d:6e:03:47,131.58.42.119,RO50EDYJ1192850063713708,2025-07-01 22:34:47,14568,525,97,1151976,14ca81e4-f53f-40b5-958c-d159445dba02
Laurian Ababei,laurianababei,laurianababei@gmail.com,2130129334981,1925-04-01,"Strada Gheorghiu Nr. 848 Bl. 14  Sc. 13 Ap. 846, Maieru, 751349",0749 337 791,c8:79:54:c4:92:65,54.127.164.87,RO14KKLQ6659922789015013,2025-07-01 22:34:47,10798,846,567,1574675,1057ca23-f699-42b7-86f3-cbc7eacd966a
Octaviu Gheorghiu,octaviugheorghiu,octaviugheorghiu@post.ro,6821113381836,1925-05-29,"Drumul Barbu Nr. 299, Darmanesti, 252993",0770 447 141,10:ee:09:67:74:3e,173.166.18.245,RO58OKWB1276151632225696,2025-07-01 22:34:47,21532,486,102,1657866,543e4f9d-cd64-4063-a1ca-09831387350e
